RPID,IP,MAC,Class,Room,Asset,Serial,Building,FQDN,ARP Last
13806025,146.232.49.142,14:b3:1f:08:be:cf,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.143,14:b3:1f:09:bd:2c,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.144,14:b3:1f:09:07:72,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.145,14:b3:1f:09:b2:a5,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.146,14:b3:1f:07:72:e5,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.147,14:b3:1f:08:e7:7c,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e07.rga.stb.sun.ac.za,2019-02-21 13:45:01, 
13806025,146.232.49.148,14:b3:1f:09:a2:36,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e08.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.149,14:b3:1f:08:e7:fc,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e09.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.150,14:b3:1f:07:73:83,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e10.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.151,14:b3:1f:08:e7:f6,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e11.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.152,14:b3:1f:09:ec:46,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e12.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.153,14:b3:1f:07:73:6c,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e13.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.154,14:b3:1f:07:73:6f,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e14.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.155,14:b3:1f:08:e7:e8,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e15.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.156,14:b3:1f:09:ed:38,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e16.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.157,14:b3:1f:07:73:0d,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e17.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.158,14:b3:1f:09:e6:be,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e18.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.159,14:b3:1f:09:06:a4,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e19.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.160,14:b3:1f:07:73:40,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e20.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.161,14:b3:1f:08:07:7e,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e21.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.162,14:b3:1f:08:04:c8,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e22.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.163,14:b3:1f:07:73:a1,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e23.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.164,14:b3:1f:09:cb:00,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e24.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.165,14:b3:1f:07:72:d6,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e25.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.166,14:b3:1f:07:75:94,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e26.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.167,14:b3:1f:09:ec:a3,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e27.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.168,14:b3:1f:07:73:54,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e28.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.169,14:b3:1f:09:ed:1e,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e29.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.170,14:b3:1f:08:00:ae,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e30.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.171,14:b3:1f:09:e1:51,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e31.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.172,14:b3:1f:09:ed:8c,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e32.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.173,14:b3:1f:09:e6:90,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e33.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.174,14:b3:1f:09:06:80,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e34.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.175,14:b3:1f:07:73:43,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e35.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.176,14:b3:1f:09:b6:bd,HOST,k3022,0, ,NATUURWETENSKAPPE,narga-e36.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.180,14:b3:1f:08:e8:88,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d95.rga.stb.sun.ac.za,2019-02-21 14:10:01, 
13806025,146.232.49.181,14:b3:1f:09:bc:5a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d96.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.182,14:b3:1f:09:a7:d8,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d97.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.183,14:b3:1f:09:06:6f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d98.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.184,14:b3:1f:09:3b:f1,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d99.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.185,14:b3:1f:09:a8:11,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d100.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.186,14:b3:1f:07:72:7f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d101.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.187,14:b3:1f:09:c8:9c,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d102.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.188,14:b3:1f:09:9b:d3,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d103.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.189,14:b3:1f:09:a7:01,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d104.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.190,14:b3:1f:07:73:7f,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d105.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.191,14:b3:1f:09:a0:97,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d106.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.192,14:b3:1f:07:72:f4,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d107.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.193,14:b3:1f:08:e7:64,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d108.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.194,14:b3:1f:09:b4:12,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d109.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.195,14:b3:1f:08:e7:ea,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d110.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.196,14:b3:1f:08:eb:c7,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d111.rga.stb.sun.ac.za,2019-02-21 11:10:01, 
13806025,146.232.49.197,14:b3:1f:08:e8:78,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d112.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.198,14:b3:1f:09:ad:1a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d113.rga.stb.sun.ac.za,2019-02-21 11:05:01, 
13806025,146.232.49.199,14:b3:1f:08:e8:4c,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d114.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.200,14:b3:1f:07:72:b7,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d115.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.201,14:b3:1f:09:a0:a8,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d116.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.202,14:b3:1f:08:e8:44,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d117.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.203,14:b3:1f:08:e5:b0,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d118.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.204,14:b3:1f:09:af:05,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d119.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.205,14:b3:1f:09:aa:3a,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d120.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.206,14:b3:1f:08:e8:00,HOST,k1005,0, ,GEOLOGIE / KAMER VAN MYNWESE,narga-d00.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.49.212,74:e6:e2:db:0e:4b,HOST,k2089,454797,,ADMINISTRASIE BLOK A,narga-b78.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
20622481,146.232.49.216,f4:8e:38:d0:c0:d2,HOST,2088,470076,,ADMINISTRASIE BLOK A,narga-o60.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.49.242,f4:8e:38:d9:8a:e2,HOST,2091,0, ,ADMINISTRASIE BLOK A,nargaassistent.rga.stb.sun.ac.za,2019-02-21 14:45:02, 
10917071,146.232.49.247,00:0a:04:c9:8b:c0,SWITCH,k2089,0, ,ADMINISTRASIE BLOK A,narga-aba-2089-backuplink.sun.ac.za, ,3Com 4400SE
16516729,146.232.49.253,d8:9e:f3:73:b5:fa,HOST,3019,480507,,NATUURWETENSKAPPE,narga-g81.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.51,74:e6:e2:da:43:8b,HOST,k3026,454896, ,NATUURWETENSKAPPE,narga-f01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.52,74:e6:e2:da:20:ed,HOST,k3026,454895, ,NATUURWETENSKAPPE,narga-f02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.53,74:e6:e2:da:c7:ba,HOST,k3026,454894, ,NATUURWETENSKAPPE,narga-f03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.54,74:e6:e2:d9:33:97,HOST,k3026,454893, ,NATUURWETENSKAPPE,narga-f04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.55,74:e6:e2:da:71:51,HOST,k3026,454892, ,NATUURWETENSKAPPE,narga-f05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.56,74:e6:e2:d9:9c:b4,HOST,k3026,454891, ,NATUURWETENSKAPPE,narga-f06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.57,74:e6:e2:da:16:bd,HOST,k3026,454890, ,NATUURWETENSKAPPE,narga-f07.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.58,74:e6:e2:da:9f:74,HOST,k3026,454889, ,NATUURWETENSKAPPE,narga-f08.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.59,74:e6:e2:d9:fe:df,HOST,k3026,454888, ,NATUURWETENSKAPPE,narga-f09.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.60,74:e6:e2:db:0d:53,HOST,k3026,454887, ,NATUURWETENSKAPPE,narga-f10.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.61,74:e6:e2:da:a6:0f,HOST,k3026,454886, ,NATUURWETENSKAPPE,narga-f11.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.62,74:e6:e2:da:c2:f5,HOST,k3026,454885, ,NATUURWETENSKAPPE,narga-f12.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.63,74:e6:e2:db:0e:3d,HOST,k3026,454884, ,NATUURWETENSKAPPE,narga-f13.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.64,74:e6:e2:d8:eb:e3,HOST,k3026,454883, ,NATUURWETENSKAPPE,narga-f14.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.65,74:e6:e2:da:70:b5,HOST,k3026,454882, ,NATUURWETENSKAPPE,narga-f15.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.66,74:e6:e2:db:0d:e7,HOST,k3026,454881, ,NATUURWETENSKAPPE,narga-f16.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.67,74:e6:e2:da:c7:c3,HOST,k3026,454880, ,NATUURWETENSKAPPE,narga-f17.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.68,74:e6:e2:da:71:b2,HOST,k3026,454879, ,NATUURWETENSKAPPE,narga-f18.rga.stb.sun.ac.za,2019-02-18 09:25:01, 
15346773,146.232.50.69,74:e6:e2:da:90:d2,HOST,k3026,454878, ,NATUURWETENSKAPPE,narga-f19.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.70,74:e6:e2:d9:33:45,HOST,k3026,454877, ,NATUURWETENSKAPPE,narga-f20.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.71,74:e6:e2:da:7f:84,HOST,k3026,454876, ,NATUURWETENSKAPPE,narga-f21.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.72,74:e6:e2:d9:fe:80,HOST,k3026,454875, ,NATUURWETENSKAPPE,narga-f22.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
15346773,146.232.50.73,74:e6:e2:da:c5:50,HOST,k3026,454874, ,NATUURWETENSKAPPE,narga-f23.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
13806025,146.232.50.78,00:50:56:8f:5f:b3,VIRTUAL,k3018,0, ,NATUURWETENSKAPPE,narga.rga.stb.sun.ac.za,2018-01-24 10:50:01, 
15346773,146.232.50.79,74:e6:e2:db:0c:0b,HOST,k3026,0, ,NATUURWETENSKAPPE,narga-f24.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.80,d8:9e:f3:87:47:ae,HOST,3019,480426,,NATUURWETENSKAPPE,narga-g00.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.81,d8:9e:f3:86:13:61,HOST,3019,480427,,NATUURWETENSKAPPE,narga-g01.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.82,d8:9e:f3:87:22:71,HOST,3019,480428,,NATUURWETENSKAPPE,narga-g02.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.83,d8:9e:f3:86:24:05,HOST,3019,480429,,NATUURWETENSKAPPE,narga-g03.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.84,d8:9e:f3:86:d7:f4,HOST,3019,480430,,NATUURWETENSKAPPE,narga-g04.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.85,d8:9e:f3:86:02:c3,HOST,3019,480431,,NATUURWETENSKAPPE,narga-g05.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.86,d8:9e:f3:86:a8:42,HOST,3019,480432,,NATUURWETENSKAPPE,narga-g06.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.87,d8:9e:f3:87:21:fe,HOST,3019,480433,,NATUURWETENSKAPPE,narga-g07.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.88,d8:9e:f3:86:25:07,HOST,3019,480434,,NATUURWETENSKAPPE,narga-g08.rga.stb.sun.ac.za,2019-02-21 13:55:01, 
16516729,146.232.50.89,d8:9e:f3:86:e5:11,HOST,3019,480435,,NATUURWETENSKAPPE,narga-g09.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.90,d8:9e:f3:87:3b:d8,HOST,3019,480436,,NATUURWETENSKAPPE,narga-g10.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.91,d8:9e:f3:87:22:69,HOST,3019,480437,,NATUURWETENSKAPPE,narga-g11.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.92,d8:9e:f3:86:da:c5,HOST,3019,480438,,NATUURWETENSKAPPE,narga-g12.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.93,d8:9e:f3:86:0f:f5,HOST,3019,480439,,NATUURWETENSKAPPE,narga-g13.rga.stb.sun.ac.za,2019-02-21 15:15:01, 
16516729,146.232.50.94,d8:9e:f3:87:27:0f,HOST,3019,480440,,NATUURWETENSKAPPE,narga-g14.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.95,d8:9e:f3:86:28:54,HOST,3019,480441,,NATUURWETENSKAPPE,narga-g15.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.96,d8:9e:f3:87:31:17,HOST,3019,480442,,NATUURWETENSKAPPE,narga-g16.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.97,d8:9e:f3:86:d8:24,HOST,3019,480443,,NATUURWETENSKAPPE,narga-g17.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.98,d8:9e:f3:87:26:51,HOST,3019,480444,,NATUURWETENSKAPPE,narga-g18.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.99,d8:9e:f3:85:18:ff,HOST,3019,480445,,NATUURWETENSKAPPE,narga-g19.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.100,d8:9e:f3:87:22:f6,HOST,3019,480446,,NATUURWETENSKAPPE,narga-g20.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.101,d8:9e:f3:84:e5:d2,HOST,3019,480447,,NATUURWETENSKAPPE,narga-g21.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.102,d8:9e:f3:86:e4:28,HOST,3019,480448,,NATUURWETENSKAPPE,narga-g22.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.103,d8:9e:f3:84:ff:53,HOST,3019,480449,,NATUURWETENSKAPPE,narga-g23.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.104,d8:9e:f3:86:0f:8f,HOST,3019,480450,,NATUURWETENSKAPPE,narga-g24.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.105,d8:9e:f3:86:14:fd,HOST,3019,480451,,NATUURWETENSKAPPE,narga-g25.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.106,d8:9e:f3:86:08:5e,HOST,3019,480452,,NATUURWETENSKAPPE,narga-g26.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.107,d8:9e:f3:86:1f:0c,HOST,3019,480453,,NATUURWETENSKAPPE,narga-g27.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.108,d8:9e:f3:85:07:45,HOST,3019,480454,,NATUURWETENSKAPPE,narga-g28.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.109,d8:9e:f3:87:22:4a,HOST,3019,480455,,NATUURWETENSKAPPE,narga-g29.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.110,d8:9e:f3:87:22:5b,HOST,3019,480456,,NATUURWETENSKAPPE,narga-g30.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.111,d8:9e:f3:86:2b:d7,HOST,3019,480457,,NATUURWETENSKAPPE,narga-g31.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.112,d8:9e:f3:87:44:38,HOST,3019,480458,,NATUURWETENSKAPPE,narga-g32.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.113,d8:9e:f3:86:23:ab,HOST,3019,480459,,NATUURWETENSKAPPE,narga-g33.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.114,d8:9e:f3:86:9f:fa,HOST,3019,480460,,NATUURWETENSKAPPE,narga-g34.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.115,d8:9e:f3:82:d5:e4,HOST,3019,480461,,NATUURWETENSKAPPE,narga-g35.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.116,d8:9e:f3:85:71:97,HOST,3019,480462,,NATUURWETENSKAPPE,narga-g36.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.117,d8:9e:f3:86:16:26,HOST,3019,480463,,NATUURWETENSKAPPE,narga-g37.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.118,d8:9e:f3:85:3f:69,HOST,3019,480464,,NATUURWETENSKAPPE,narga-g38.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.119,d8:9e:f3:86:42:98,HOST,3019,480465,,NATUURWETENSKAPPE,narga-g39.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.120,d8:9e:f3:86:25:c6,HOST,3019,480466,,NATUURWETENSKAPPE,narga-g40.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.121,d8:9e:f3:86:05:b8,HOST,3019,480467,,NATUURWETENSKAPPE,narga-g41.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.122,d8:9e:f3:87:22:f0,HOST,3019,480468,,NATUURWETENSKAPPE,narga-g42.rga.stb.sun.ac.za,2019-02-21 13:55:01, 
16516729,146.232.50.123,d8:9e:f3:86:18:00,HOST,3019,480469,,NATUURWETENSKAPPE,narga-g43.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.124,d8:9e:f3:86:16:1b,HOST,3019,480470,,NATUURWETENSKAPPE,narga-g44.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.125,d8:9e:f3:86:13:5f,HOST,3019,480471,,NATUURWETENSKAPPE,narga-g45.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.126,d8:9e:f3:86:1a:e3,HOST,3019,480472,,NATUURWETENSKAPPE,narga-g46.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.127,d8:9e:f3:84:b4:b6,HOST,3019,480473,,NATUURWETENSKAPPE,narga-g47.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.128,d8:9e:f3:85:67:29,HOST,3019,480474,,NATUURWETENSKAPPE,narga-g48.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.129,d8:9e:f3:85:1a:18,HOST,3019,480475,,NATUURWETENSKAPPE,narga-g49.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.130,d8:9e:f3:86:ed:7f,HOST,3019,480476,,NATUURWETENSKAPPE,narga-g50.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.131,d8:9e:f3:85:0d:73,HOST,3019,480477,,NATUURWETENSKAPPE,narga-g51.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.132,d8:9e:f3:86:1a:da,HOST,3019,480478,,NATUURWETENSKAPPE,narga-g52.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.133,d8:9e:f3:86:e1:5e,HOST,3019,480479,,NATUURWETENSKAPPE,narga-g53.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.134,d8:9e:f3:86:10:57,HOST,3019,480480,,NATUURWETENSKAPPE,narga-g54.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.135,d8:9e:f3:86:1f:84,HOST,3019,480481,,NATUURWETENSKAPPE,narga-g55.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.136,d8:9e:f3:85:6d:a3,HOST,3019,480482,,NATUURWETENSKAPPE,narga-g56.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.137,d8:9e:f3:86:16:b8,HOST,3019,480483,,NATUURWETENSKAPPE,narga-g57.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.138,d8:9e:f3:86:16:08,HOST,3019,480484,,NATUURWETENSKAPPE,narga-g58.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.139,d8:9e:f3:87:22:e0,HOST,3019,480485,,NATUURWETENSKAPPE,narga-g59.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.140,d8:9e:f3:86:11:69,HOST,3019,480486,,NATUURWETENSKAPPE,narga-g60.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.141,d8:9e:f3:86:16:0d,HOST,3019,480487,,NATUURWETENSKAPPE,narga-g61.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
16516729,146.232.50.142,d8:9e:f3:87:22:c4,HOST,3019,480488,,NATUURWETENSKAPPE,narga-g62.rga.stb.sun.ac.za,2019-02-21 15:25:01, 
